district_name,mandal_name,village_name,name_of_the_unit,line_of_activity,sector,investment,number_of_employees,application_date,approval_date,progress_of_implementation,is_online,social_status,investment_standardized,number_of_employees_standardized,district_name_encoded,mandal_name_encoded,village_name_encoded,name_of_the_unit_encoded,line_of_activity_encoded,sector_encoded,application_date_encoded,approval_date_encoded,progress_of_implementation_encoded,is_online_encoded,social_status_encoded,application_date_year,application_date_month,application_date_day,application_date_dayofweek,approval_date_year,approval_date_month,approval_date_day,approval_date_dayofweek,application_date_encoded_year,application_date_encoded_month,application_date_encoded_day,application_date_encoded_dayofweek,approval_date_encoded_year,approval_date_encoded_month,approval_date_encoded_day,approval_date_encoded_dayofweek,investment_category,investment_intensity,investment_zero_indicator,number_of_employees_category,number_of_employees_intensity,number_of_employees_zero_indicator,investment_standardized_category,investment_standardized_intensity,investment_standardized_zero_indicator,number_of_employees_standardized_category,number_of_employees_standardized_intensity,number_of_employees_standardized_zero_indicator,district_name_encoded_category,district_name_encoded_intensity,district_name_encoded_zero_indicator,mandal_name_encoded_category,mandal_name_encoded_intensity,mandal_name_encoded_zero_indicator,village_name_encoded_category,village_name_encoded_intensity,village_name_encoded_zero_indicator,name_of_the_unit_encoded_category,name_of_the_unit_encoded_intensity,name_of_the_unit_encoded_zero_indicator,line_of_activity_encoded_category,line_of_activity_encoded_intensity,line_of_activity_encoded_zero_indicator,sector_encoded_category,sector_encoded_intensity,sector_encoded_zero_indicator,progress_of_implementation_encoded_category,progress_of_implementation_encoded_intensity,progress_of_implementation_encoded_zero_indicator,is_online_encoded_category,is_online_encoded_intensity,is_online_encoded_zero_indicator,social_status_encoded_category,social_status_encoded_intensity,social_status_encoded_zero_indicator,approval_date_year_category,approval_date_year_intensity,approval_date_year_zero_indicator,approval_date_month_category,approval_date_month_intensity,approval_date_month_zero_indicator,approval_date_day_category,approval_date_day_intensity,approval_date_day_zero_indicator,approval_date_dayofweek_category,approval_date_dayofweek_intensity,approval_date_dayofweek_zero_indicator,investment_group_mean_x,investment_group_sum_x,investment_group_count_x,number_of_employees_group_mean_x,number_of_employees_group_sum_x,number_of_employees_group_count_x,investment_standardized_group_mean_x,investment_standardized_group_sum_x,investment_standardized_group_count_x,investment_group_mean_y,investment_group_sum_y,investment_group_count_y,number_of_employees_group_mean_y,number_of_employees_group_sum_y,number_of_employees_group_count_y,investment_standardized_group_mean_y,investment_standardized_group_sum_y,investment_standardized_group_count_y,investment_group_mean,investment_group_sum,investment_group_count,number_of_employees_group_mean,number_of_employees_group_sum,number_of_employees_group_count,investment_standardized_group_mean,investment_standardized_group_sum,investment_standardized_group_count
HANUMAKONDA,HASANPARTHY,YELLAPUR,ANANTHSAGAR TILES,MINERAL STACK YARD / RAILWAY SIDINGS,OTHERS,0.4976,9,2024-07-15,,YET TO START CONSTRUCTION,YES,OBC,-0.24145478196971587,-0.21539195103099157,23,44,48,53,28,12,1970-01-01 00:00:00.000000036,1970-01-01 00:00:00.000000008,0,0,1,2024,7,15,0,,,,,1970,1,1,3,1970,1,1,3,Medium-Low,0.13876389327528346,0,Medium-Low,0.4747572815533981,0,Medium-Low,2428065117468750.5,0,Medium-Low,1.709366216167457e+16,0,High,2.125283446712018,0,Medium-High,0.9632017190437819,0,Medium-Low,0.7751139290667723,0,Medium-Low,0.654320987654321,0,High,1.635256180580437,0,High,2.643243243243243,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,0.2888,0.5776,2,6.5,13,2,-0.2577792929684515,-0.515558585936903,2,0.4976,0.4976,1,9.0,9,1,-0.24145478196971587,-0.24145478196971587,1,0.4976,0.4976,1,9.0,9,1,-0.24145478196971587,-0.24145478196971587,1
SIDDIPET,KONDAPAK,KUKNURPALLE,KOLA ANJANEYULU GODOWN,"FACILITY OF HANDLING, STORAGE AND TRANSPORTATION OF FOOD GRAINS IN BULK",AGRO BASED INCL COLD STORAGES,0.65,1,2025-08-14,,YET TO START CONSTRUCTION,YES,OBC,-0.22953976532121345,-0.38844870034979195,0,45,49,54,10,0,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1,2025,8,14,3,,,,,1970,1,1,3,1970,1,1,3,Medium-Low,0.18126312425428912,0,Low,0.05275080906148867,0,Medium-Low,2308247915828417.0,0,Low,3.082757187136258e+16,0,Low,0.0,1,Medium-High,0.9850926672038679,0,Medium-Low,0.7912621359223301,0,Medium-Low,0.6666666666666666,0,Medium-Low,0.5840200644930132,0,Low,0.0,1,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,0.6721125,5.3769,8,9.375,75,8,-0.22781095426058345,-1.8224876340846676,8,0.45,0.9,2,5.5,11,2,-0.24517627010927437,-0.49035254021854874,2,0.65,0.65,1,1.0,1,1,-0.22953976532121345,-0.22953976532121345,1
PEDDAPALLI,MUTHARAM (MANTHANI),KESANAPALLE,M/S. RADHA KRISHNA RICE MILL,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.75,12,2025-04-27,,YET TO START CONSTRUCTION,YES,OBC,-0.22172151292718298,-0.15049567003644143,1,46,50,55,7,1,1970-01-01 00:00:00.000000037,1970-01-01 00:00:00.000000008,0,0,1,2025,4,27,6,,,,,1970,1,1,3,1970,1,1,3,Medium-Low,0.20914975875494896,0,Medium-High,0.6330097087378641,0,Medium-Low,2229627704778329.8,0,Medium-High,1.1943446020541568e+16,0,Low,0.09240362811791383,0,Medium-High,1.006983615363954,0,Medium-Low,0.8074103427778879,0,Medium-Low,0.6790123456790124,0,Low,0.4088140451451093,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,0.905,3.62,4,25.25,101,4,-0.2096032217164358,-0.8384128868657432,4,0.46,0.92,2,8.0,16,2,-0.24439444486987133,-0.48878888973974266,2,0.75,0.75,1,12.0,12,1,-0.22172151292718298,-0.22172151292718298,1
NIRMAL,KHANAPUR,SATHNAPALLE,M/S. SRI LAXMI NARASIMHA MODERN RICE MILL,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.75,12,2025-08-06,,YET TO START CONSTRUCTION,YES,OBC,-0.22172151292718298,-0.15049567003644143,10,47,51,56,7,1,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000008,0,0,1,2025,8,6,2,,,,,1970,1,1,3,1970,1,1,3,Medium-Low,0.20914975875494896,0,Medium-High,0.6330097087378641,0,Medium-Low,2229627704778329.8,0,Medium-High,1.1943446020541568e+16,0,Medium-High,0.9240362811791384,0,Medium-High,1.02887456352404,0,Medium-Low,0.8235585496334457,0,Medium-Low,0.691358024691358,0,Low,0.4088140451451093,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,0.75,1.5,2,12.0,24,2,-0.22172151292718298,-0.44344302585436596,2,0.75,0.75,1,12.0,12,1,-0.22172151292718298,-0.22172151292718298,1,0.75,0.75,1,12.0,12,1,-0.22172151292718298,-0.22172151292718298,1
JANGAON,JANGAON,OBLAKESHVAPUR,SIDDESHWARA MINERAL WATER PLANT,MINERALIZED WATER,BEVERAGES,0.029,1,2025-08-11,,YET TO START CONSTRUCTION,YES,OBC,-0.27809111268814257,-0.38844870034979195,18,48,52,57,21,11,1970-01-01 00:00:00.000000038,1970-01-01 00:00:00.000000008,0,0,1,2025,8,11,0,,,,,1970,1,1,3,1970,1,1,3,Low,0.00808712400519136,0,Low,0.05275080906148867,0,Low,2796479426449460.0,0,Low,3.082757187136258e+16,0,High,1.663265306122449,0,Medium-High,1.0507655116841257,0,Medium-Low,0.8397067564890034,0,Medium-Low,0.7037037037037037,0,Medium-High,1.2264421354353279,0,High,2.4229729729729725,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,0.4178,2.089,5,5.6,28,5,-0.24769374738015215,-1.2384687369007608,5,0.029,0.029,1,1.0,1,1,-0.27809111268814257,-0.27809111268814257,1,0.029,0.029,1,1.0,1,1,-0.27809111268814257,-0.27809111268814257,1
KHAMMAM,KHAMMAM (URBAN),KHANAPURAM (HAVELI),MAHAVEER ICE CREAM,ICE CREAM,BEVERAGES,0.2489,6,2025-08-14,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2608987756736696,-0.2802882320255417,22,49,53,58,29,11,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,0,2025,8,14,3,,,,,1970,1,1,3,1970,1,1,3,Low,0.0694098332721424,0,Medium-Low,0.31650485436893205,0,Low,2623593582350317.5,0,Medium-Low,2.2243878302807576e+16,0,High,2.0328798185941044,0,Medium-High,1.0726564598442117,0,Medium-Low,0.8558549633445611,0,Medium-Low,0.7160493827160493,0,High,1.6936581870297382,0,High,2.4229729729729725,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,1.8331250000000001,7.3325000000000005,4,10.0,40,4,-0.13704006668434063,-0.5481602667373625,4,0.32675,0.6535,2,6.0,12,2,-0.2548122661849169,-0.5096245323698338,2,0.2489,0.2489,1,6.0,6,1,-0.2608987756736696,-0.2608987756736696,1
WARANGAL,GEESUGONDA,DHARMARAM,CHANDRA SHEKAR TUNGA GAS GODOWN,"LUBRICATING OIL, GREASES OR PETROLEUM BASED PRODUCTS (ONLY BLENDING AT NOMAD TEMPERATURE)",PHARMACEUTICALS AND CHEMICALS,0.178,9,2025-04-24,,YET TO START CONSTRUCTION,YES,SC,-0.2664419166210372,-0.21539195103099157,9,18,54,59,30,7,1970-01-01 00:00:00.000000039,1970-01-01 00:00:00.000000008,0,0,2,2025,4,24,3,,,,,1970,1,1,3,1970,1,1,3,Low,0.04963820941117455,0,Medium-Low,0.4747572815533981,0,Low,2679335311984830.0,0,Medium-Low,1.709366216167457e+16,0,Medium-Low,0.8316326530612245,0,Medium-Low,0.39403706688154716,0,Medium-Low,0.8720031702001189,0,Medium-Low,0.7283950617283951,0,High,1.7520601934790396,0,Medium-High,1.5418918918918918,0,Low,,1,Low,,1,High,4.1265822784810124,0,,,0,,,0,,,0,,,0,1.5947444444444447,14.352700000000002,9,7.888888888888889,71,9,-0.15567726017596595,-1.4010953415836935,9,3.1026666666666665,9.308,3,9.333333333333334,28,3,-0.03778409493695983,-0.1133522848108795,3,0.178,0.178,1,9.0,9,1,-0.2664419166210372,-0.2664419166210372,1
WARANGAL,WARDHANNA PET,WARDHANNAPET,KISAN DAIRY FARM,DAIRY AND DAIRY PRODUCTS ( SMALL SCALE),FOOD PROCESSING,0.3,7,2025-08-12,,YET TO START CONSTRUCTION,YES,OBC,-0.25690364870032006,-0.2586561383606917,9,50,55,60,31,1,1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000000008,0,0,1,2025,8,12,1,,,,,1970,1,1,3,1970,1,1,3,Medium-Low,0.08365990350197958,0,Medium-Low,0.3692556634304207,0,Medium-Low,2583418654503723.0,0,Medium-Low,2.0527139589096576e+16,0,Medium-Low,0.8316326530612245,0,Medium-High,1.0945474080042976,0,Medium-Low,0.8881513770556767,0,Medium-Low,0.7407407407407407,0,High,1.810462199928341,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,1.5947444444444447,14.352700000000002,9,7.888888888888889,71,9,-0.15567726017596595,-1.4010953415836935,9,0.32499999999999996,0.6499999999999999,2,11.0,22,2,-0.2549490856018124,-0.5098981712036248,2,0.32499999999999996,0.6499999999999999,2,11.0,22,2,-0.2549490856018124,-0.5098981712036248,2
SANGAREDDY,JINNARAM,BOLLARAM,"M/S. ANMOL POLYMERS PVT LTD, (FORMERLY M/S.SAI TE",PHARMACEUTICAL FORMULATION AND FOR R & D PURPOSE (FOR SUSTAINED RELEASE/EXTENDED RELEASE OF DRUGS ONLY AND NOT FOR COMMERCIAL PURPOSE),R&D,1.08,43,2025-07-03,,YET TO START CONSTRUCTION,YES,GENERAL,-0.1959212800268825,0.5200992335739101,12,24,56,61,3,3,1970-01-01 00:00:00.000000040,1970-01-01 00:00:00.000000009,0,0,0,2025,7,3,3,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.30117565260712653,0,High,2.268284789644013,0,Medium-High,1970181008313041.5,0,High,-4.127545410449948e+16,0,Medium-High,1.108843537414966,0,Medium-Low,0.5253827558420628,0,Medium-Low,0.9042995839112344,0,Medium-Low,0.7530864197530864,0,Low,0.17520601934790397,0,Medium-Low,0.6608108108108107,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,2.266766666666667,27.2012,12,44.583333333333336,535,12,-0.1031368666986604,-1.2376424003839248,12,4.33625,17.345,4,102.0,408,4,0.05866056355373417,0.23464225421493667,4,1.08,1.08,1,43.0,43,1,-0.1959212800268825,-0.1959212800268825,1
SIDDIPET,WARGAL,VELURU,RAMALINGESHWARA RICE INDUSTRY,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.95,10,2025-08-06,,YET TO START CONSTRUCTION,YES,OBC,-0.20608500813912212,-0.19375985736614154,0,51,57,62,7,1,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000009,0,0,1,2025,8,6,2,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.2649230277562687,0,Medium-Low,0.5275080906148867,0,Medium-High,2072387282678155.2,0,Medium-Low,1.537692344796357e+16,0,Low,0.0,1,Medium-High,1.1164383561643836,0,Medium-Low,0.9204477907667922,0,Medium-Low,0.7654320987654321,0,Low,0.4088140451451093,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,0.6721125,5.3769,8,9.375,75,8,-0.22781095426058345,-1.8224876340846676,8,1.2,2.4,2,10.0,20,2,-0.18653937715404598,-0.37307875430809195,2,0.95,0.95,1,10.0,10,1,-0.20608500813912212,-0.20608500813912212,1
RANGAREDDY,KOTHUR,THIMMAPUR,COCOATINI CHOCOLATIERS,"CHLORATES, PER-CHLORATES &PEROXIDES",PHARMACEUTICALS AND CHEMICALS,0.868,5,2025-07-16,,YET TO START CONSTRUCTION,YES,OBC,-0.21249597510222706,-0.3019203256903918,8,52,58,63,32,7,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000009,0,0,1,2025,7,16,2,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.2420559874657276,0,Low,0.26375404530744334,0,Medium-High,2136855855739226.8,0,Low,2.396061701651858e+16,0,Medium-Low,0.7392290249433107,0,Medium-High,1.1383293043244695,0,Medium-Low,0.9365959976223499,0,Medium-Low,0.7777777777777778,0,High,1.8688642063776424,0,Medium-High,1.5418918918918918,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,4.977681818181818,109.509,22,13.318181818181818,293,22,0.10880932203480724,2.3938050847657593,22,0.868,0.868,1,5.0,5,1,-0.21249597510222706,-0.21249597510222706,1,0.868,0.868,1,5.0,5,1,-0.21249597510222706,-0.21249597510222706,1
WANAPARTHY,PEBBAIR,RANGAPUR,ALLIED BLENDERS AND DISTILLERS LTD.,DISTILLERY ( MOLASSES / GRAIN /YEAST BASED),BEVERAGES,75.0,15,2025-05-14,,YET TO START CONSTRUCTION,YES,GENERAL,5.58333088964043,-0.0855993890418913,24,53,59,64,33,11,1970-01-01 00:00:00.000000041,1970-01-01 00:00:00.000000009,0,0,0,2025,5,14,2,,,,,1970,1,1,3,1970,1,1,3,High,20.914975875494896,0,Medium-High,0.7912621359223301,0,High,-5.614587899991155e+16,0,Medium-High,6793229879408564.0,0,High,2.217687074829932,0,Medium-High,1.1602202524845555,0,Medium-Low,0.9527442044779076,0,Medium-Low,0.7901234567901234,0,High,1.9272662128269435,0,High,2.4229729729729725,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,25.595,76.785,3,11.666666666666666,35,3,1.7207232943696835,5.16216988310905,3,75.0,75.0,1,15.0,15,1,5.58333088964043,5.58333088964043,1,75.0,75.0,1,15.0,15,1,5.58333088964043,5.58333088964043,1
SURYAPET,MATTAM PALLE,PEDDAVEEDU,NGS WHITE CEMENTS AP PVT LTD,CEMENT,"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",15.5,75,2025-05-14,,YET TO START CONSTRUCTION,YES,GENERAL,0.9314707151923091,1.2123262308491116,17,54,60,65,4,4,1970-01-01 00:00:00.000000041,1970-01-01 00:00:00.000000009,0,0,0,2025,5,14,2,,,,,1970,1,1,3,1970,1,1,3,High,4.322428347602279,0,High,3.9563106796116507,0,High,-9366853425109558.0,0,High,-9.621109294325152e+16,0,High,1.5708616780045352,0,Medium-High,1.1821112006446415,0,Medium-Low,0.9688924113334655,0,Medium-Low,0.8024691358024691,0,Low,0.2336080257972053,0,Medium-Low,0.881081081081081,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,4.688219999999999,23.4411,5,21.6,108,5,0.08617846650500317,0.43089233252501585,5,15.5,15.5,1,75.0,75,1,0.9314707151923091,0.9314707151923091,1,15.5,15.5,1,75.0,75,1,0.9314707151923091,0.9314707151923091,1
MAHBUBNAGAR,BALANAGAR,GUNDED,ECOWOOD INDUSTRY,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,3.6,7,2025-08-02,,YET TO START CONSTRUCTION,YES,OBC,0.0010986803026849627,-0.2586561383606917,25,55,61,66,17,9,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000010,0,0,1,2025,8,2,5,,,,,1970,1,1,3,1970,1,1,3,High,1.003918842023755,0,Medium-Low,0.3692556634304207,0,High,-11048310149160.578,0,Medium-Low,2.0527139589096576e+16,0,High,2.310090702947846,0,Medium-High,1.2040021488047274,0,Medium-High,0.9850406181890232,0,Medium-Low,0.8148148148148148,0,Medium-High,0.9928341096381225,0,High,1.9824324324324323,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,2.48625,4.9725,2,8.5,17,2,-0.08597710573582923,-0.17195421147165846,2,3.6,3.6,1,7.0,7,1,0.0010986803026849627,0.0010986803026849627,1,3.6,3.6,1,7.0,7,1,0.0010986803026849627,0.0010986803026849627,1
MEDCHAL,MEDCHAL,MEDCHAL,M/S.MARUDHAR ENTERPRISES.,"FORMULATION/PALLETIZATION OF CAMPHOR TABLETS,NAPHTHALENE BALLS FROM CAMPHOR/ NAPHTHALENE POWDERS",PHARMACEUTICALS AND CHEMICALS,0.2,2,2025-07-16,,YET TO START CONSTRUCTION,YES,GENERAL,-0.26472190109435045,-0.3668166066849419,3,7,62,67,34,7,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000010,0,0,0,2025,7,16,2,,,,,1970,1,1,3,1970,1,1,3,Low,0.05577326900131972,0,Low,0.10550161812297734,0,Low,2662038865553810.0,0,Low,2.911083315765158e+16,0,Low,0.2772108843537415,0,Low,0.15323663712060168,0,Medium-High,1.001188825044581,0,Medium-Low,0.8271604938271605,0,High,1.985668219276245,0,Medium-High,1.5418918918918918,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,1.8676578947368423,35.4855,19,18.42105263157895,350,19,-0.13434019781484946,-2.5524637584821397,19,3.95,7.9,2,5.0,10,2,0.028462563681791564,0.05692512736358313,2,0.2,0.2,1,2.0,2,1,-0.26472190109435045,-0.26472190109435045,1
KAMAREDDY,KAMAREDDY,PATHARAJAMPET,HINDUSTAN TRADERS SAW MILL & TIMBER DEPOT,SAW MILLS,WOOD AND LEATHER,0.2,6,2025-08-11,,YET TO START CONSTRUCTION,YES,OBC,-0.26472190109435045,-0.2802882320255417,26,56,63,68,9,8,1970-01-01 00:00:00.000000038,1970-01-01 00:00:00.000000010,0,0,1,2025,8,11,0,,,,,1970,1,1,3,1970,1,1,3,Low,0.05577326900131972,0,Medium-Low,0.31650485436893205,0,Low,2662038865553810.0,0,Medium-Low,2.2243878302807576e+16,0,High,2.4024943310657596,0,Medium-High,1.2258930969648134,0,Medium-High,1.0173370319001387,0,Medium-Low,0.8395061728395061,0,Medium-Low,0.5256180580437119,0,High,1.762162162162162,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,0.14166666666666666,0.425,3,9.0,27,3,-0.26928254832420156,-0.8078476449726048,3,0.2,0.2,1,6.0,6,1,-0.26472190109435045,-0.26472190109435045,1,0.2,0.2,1,6.0,6,1,-0.26472190109435045,-0.26472190109435045,1
KAMAREDDY,TADWAI,TADWAI,SUJATHA FLOUR MILL,FLOUR MILLS (DRY PROCESS),FOOD PROCESSING,0.05,1,2025-08-06,,YET TO START CONSTRUCTION,YES,OBC,-0.2764492796853962,-0.38844870034979195,26,57,64,69,11,1,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000010,0,0,1,2025,8,6,2,,,,,1970,1,1,3,1970,1,1,3,Low,0.01394331725032993,0,Low,0.05275080906148867,0,Low,2779969182128941.5,0,Low,3.082757187136258e+16,0,High,2.4024943310657596,0,Medium-High,1.2477840451248994,0,Medium-High,1.0334852387556965,0,Medium-Low,0.8518518518518519,0,Medium-Low,0.6424220709423145,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Medium-Low,2.0632911392405062,0,,,0,,,0,,,0,,,0,0.14166666666666666,0.425,3,9.0,27,3,-0.26928254832420156,-0.8078476449726048,3,0.05,0.05,1,1.0,1,1,-0.2764492796853962,-0.2764492796853962,1,0.05,0.05,1,1.0,1,1,-0.2764492796853962,-0.2764492796853962,1
JANGAON,RAGHUNATHPALLE,GOVARDHANAGIRI,M/S BHARATHI GROUP,"FISH FEED, POULTRY FEED AND CATTLE FEED",AGRO BASED INCL COLD STORAGES,0.98,15,2025-08-07,,YET TO START CONSTRUCTION,YES,GENERAL,-0.20373953242091294,-0.0855993890418913,18,58,65,70,35,0,1970-01-01 00:00:00.000000042,1970-01-01 00:00:00.000000010,0,0,0,2025,8,7,3,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.2732890181064666,0,Medium-High,0.7912621359223301,0,Medium-High,2048801219363128.8,0,Medium-High,6793229879408564.0,0,High,1.663265306122449,0,Medium-High,1.2696749932849853,0,Medium-High,1.0496334456112542,0,Medium-Low,0.8641975308641975,0,High,2.0440702257255463,0,Low,0.0,1,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,0.4178,2.089,5,5.6,28,5,-0.24769374738015215,-1.2384687369007608,5,0.98,0.98,1,15.0,15,1,-0.20373953242091294,-0.20373953242091294,1,0.98,0.98,1,15.0,15,1,-0.20373953242091294,-0.20373953242091294,1
MEDAK,MANOHARABAD,KUCHARAM,M/S. INGENISIS ENGINEERING PVT. LTD.,INDUSTRY OR PROCESS INVOLVING METAL SURFACE TREATMENT OR PROCESS SUCH AS PICKLING/ ELECTROPLATING/PAINT STRIPPING/ HEAT TREATMENT USING CYANIDE BATH/ PHOSPHATING OR FINISHING AND ANODIZING / ENAMELLINGS/ GALVANIZING,OTHERS,1.5,15,2025-07-23,,YET TO START CONSTRUCTION,YES,GENERAL,-0.1630846199719546,-0.0855993890418913,15,59,66,71,36,12,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000011,0,0,0,2025,7,23,2,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.4182995175098979,0,Medium-High,0.7912621359223301,0,Medium-High,1639976121902674.5,0,Medium-High,6793229879408564.0,0,Medium-High,1.3860544217687074,0,Medium-High,1.2915659414450713,0,Medium-High,1.065781652466812,0,Medium-Low,0.8765432098765432,0,High,2.1024722321748475,0,High,2.643243243243243,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,28.089999999999996,140.45,5,98.0,490,5,1.9157886916007432,9.578943458003716,5,0.775,1.55,2,15.0,30,2,-0.2197669498286754,-0.4395338996573508,2,1.5,1.5,1,15.0,15,1,-0.1630846199719546,-0.1630846199719546,1
YADADRI,BIBINAGAR,RAIRAOPET,SRI YASHODA INDUSTRIES.,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.9989,10,2025-07-30,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2022618827184412,-0.19375985736614154,5,5,5,72,5,5,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000011,0,0,0,2025,7,30,2,,,,,1970,1,1,3,1970,1,1,3,Medium-High,0.27855959202709135,0,Medium-Low,0.5275080906148867,0,Medium-High,2033941999474662.2,0,Medium-Low,1.537692344796357e+16,0,Low,0.4620181405895692,0,Low,0.10945474080042977,0,Low,0.08074103427778878,0,Medium-Low,0.8888888888888888,0,Low,0.2920100322465066,0,Medium-Low,1.1013513513513513,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,0.6163333333333333,5.547,9,8.666666666666666,78,9,-0.23217191029387038,-2.0895471926448335,9,0.8178333333333333,4.907,6,7.166666666666667,43,6,-0.216418131719899,-1.298508790319394,6,0.8178333333333333,4.907,6,7.166666666666667,43,6,-0.216418131719899,-1.298508790319394,6
SANGAREDDY,PATANCHERU,PASHAMYLARAM,NIEHOFF OF INDIA PRIVATE LIMITED.,ELECTRICAL AND ELECTRONIC ITEM ASSEMBLING ( COMPLETELY DRY PROCESS),ELECTRICAL AND ELECTRONIC PRODUCTS,0.72,10,2025-07-28,,YET TO START CONSTRUCTION,YES,GENERAL,-0.22406698864539212,-0.19375985736614154,12,60,67,73,20,10,1970-01-01 00:00:00.000000044,1970-01-01 00:00:00.000000011,0,0,0,2025,7,28,0,,,,,1970,1,1,3,1970,1,1,3,Medium-Low,0.20078376840475098,0,Medium-Low,0.5275080906148867,0,Medium-Low,2253213768093356.0,0,Medium-Low,1.537692344796357e+16,0,Medium-High,1.108843537414966,0,Medium-High,1.3134568896051573,0,Medium-High,1.0819298593223698,0,Medium-Low,0.9012345679012346,0,Medium-High,1.1680401289860265,0,High,2.2027027027027026,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,2.266766666666667,27.2012,12,44.583333333333336,535,12,-0.1031368666986604,-1.2376424003839248,12,1.4812400000000001,7.4062,5,13.2,66,5,-0.1645513241210747,-0.8227566206053736,5,0.485,0.97,2,15.0,30,2,-0.24243988177136372,-0.48487976354272744,2
KAMAREDDY,MADNOOR,DONGLI,M. S. AGRO INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.175,20,2025-08-14,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2666764641928581,0.02256107928235895,26,61,68,74,7,1,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000011,0,0,0,2025,8,14,3,,,,,1970,1,1,3,1970,1,1,3,Low,0.048801610376154755,0,High,1.0550161812297734,0,Low,2681693918316332.5,0,High,-1790463689146443.5,0,High,2.4024943310657596,0,Medium-High,1.3353478377652432,0,Medium-High,1.0980780661779275,0,Medium-Low,0.9135802469135802,0,Low,0.4088140451451093,0,Low,0.22027027027027024,0,Low,,1,Low,,1,Low,0.0,1,,,0,,,0,,,0,,,0,0.14166666666666666,0.425,3,9.0,27,3,-0.26928254832420156,-0.8078476449726048,3,0.175,0.175,1,20.0,20,1,-0.2666764641928581,-0.2666764641928581,1,0.175,0.175,1,20.0,20,1,-0.2666764641928581,-0.2666764641928581,1
